res	var	per	id	start	end	ismeta	path
soil	daily	historical	596	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_596.txt.gz
soil	daily	historical	603	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_603.txt.gz
soil	daily	historical	6093	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6093.txt.gz
soil	daily	historical	6105	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6105.txt.gz
soil	daily	historical	6109	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6109.txt.gz
soil	daily	historical	6129	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6129.txt.gz
soil	daily	historical	6157	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6157.txt.gz
soil	daily	historical	6158	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6158.txt.gz
soil	daily	historical	6159	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6159.txt.gz
soil	daily	historical	6163	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6163.txt.gz
soil	daily	historical	617	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_617.txt.gz
soil	daily	historical	6170	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6170.txt.gz
soil	daily	historical	6186	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6186.txt.gz
soil	daily	historical	6197	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6197.txt.gz
soil	daily	historical	6199	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6199.txt.gz
soil	daily	historical	6217	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6217.txt.gz
soil	daily	historical	6258	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6258.txt.gz
soil	daily	historical	6259	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6259.txt.gz
soil	daily	historical	6260	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6260.txt.gz
soil	daily	historical	6262	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6262.txt.gz
soil	daily	historical	6263	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6263.txt.gz
soil	daily	historical	6264	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6264.txt.gz
soil	daily	historical	6265	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6265.txt.gz
soil	daily	historical	6266	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6266.txt.gz
soil	daily	historical	6272	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6272.txt.gz
soil	daily	historical	6273	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6273.txt.gz
soil	daily	historical	6275	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6275.txt.gz
soil	daily	historical	6305	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6305.txt.gz
soil	daily	historical	6310	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6310.txt.gz
soil	daily	historical	6312	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6312.txt.gz
soil	daily	historical	6314	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6314.txt.gz
soil	daily	historical	6336	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6336.txt.gz
soil	daily	historical	6337	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6337.txt.gz
soil	daily	historical	6344	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6344.txt.gz
soil	daily	historical	6346	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6346.txt.gz
soil	daily	historical	6347	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_6347.txt.gz
soil	daily	historical	656	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_656.txt.gz
soil	daily	historical	662	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_662.txt.gz
soil	daily	historical	691	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_691.txt.gz
soil	daily	historical	701	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_701.txt.gz
soil	daily	historical	704	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_704.txt.gz
soil	daily	historical	7075	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7075.txt.gz
soil	daily	historical	7099	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7099.txt.gz
soil	daily	historical	71	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_71.txt.gz
soil	daily	historical	7105	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7105.txt.gz
soil	daily	historical	7106	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7106.txt.gz
soil	daily	historical	7187	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7187.txt.gz
soil	daily	historical	7298	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7298.txt.gz
soil	daily	historical	73	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_73.txt.gz
soil	daily	historical	7319	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7319.txt.gz
soil	daily	historical	7321	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7321.txt.gz
soil	daily	historical	7329	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7329.txt.gz
soil	daily	historical	7330	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7330.txt.gz
soil	daily	historical	7331	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7331.txt.gz
soil	daily	historical	7340	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7340.txt.gz
soil	daily	historical	7341	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7341.txt.gz
soil	daily	historical	7343	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7343.txt.gz
soil	daily	historical	7350	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7350.txt.gz
soil	daily	historical	7351	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7351.txt.gz
soil	daily	historical	7364	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7364.txt.gz
soil	daily	historical	7367	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7367.txt.gz
soil	daily	historical	7368	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7368.txt.gz
soil	daily	historical	7369	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7369.txt.gz
soil	daily	historical	7370	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7370.txt.gz
soil	daily	historical	7373	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7373.txt.gz
soil	daily	historical	7374	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7374.txt.gz
soil	daily	historical	7389	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7389.txt.gz
soil	daily	historical	7393	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7393.txt.gz
soil	daily	historical	7394	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7394.txt.gz
soil	daily	historical	7395	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7395.txt.gz
soil	daily	historical	7396	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7396.txt.gz
soil	daily	historical	7403	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7403.txt.gz
soil	daily	historical	7410	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7410.txt.gz
soil	daily	historical	7412	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7412.txt.gz
soil	daily	historical	7419	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7419.txt.gz
soil	daily	historical	7420	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7420.txt.gz
soil	daily	historical	7424	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7424.txt.gz
soil	daily	historical	7427	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7427.txt.gz
soil	daily	historical	7428	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7428.txt.gz
soil	daily	historical	7431	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7431.txt.gz
soil	daily	historical	7432	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_7432.txt.gz
soil	daily	historical	755	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_755.txt.gz
soil	daily	historical	757	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_757.txt.gz
soil	daily	historical	760	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_760.txt.gz
soil	daily	historical	766	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_766.txt.gz
soil	daily	historical	769	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_769.txt.gz
soil	daily	historical	78	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_78.txt.gz
soil	daily	historical	817	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_817.txt.gz
soil	daily	historical	840	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_840.txt.gz
soil	daily	historical	850	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_850.txt.gz
soil	daily	historical	853	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_853.txt.gz
soil	daily	historical	856	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_856.txt.gz
soil	daily	historical	867	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_867.txt.gz
soil	daily	historical	880	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_880.txt.gz
soil	daily	historical	891	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_891.txt.gz
soil	daily	historical	896	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_896.txt.gz
soil	daily	historical	91	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_91.txt.gz
soil	daily	historical	917	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_917.txt.gz
soil	daily	historical	953	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_953.txt.gz
soil	daily	historical	96	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_96.txt.gz
soil	daily	historical	963	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_963.txt.gz
soil	daily	historical	979	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_979.txt.gz
soil	daily	historical	983	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_983.txt.gz
soil	daily	historical	991	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_991.txt.gz
soil	daily	historical	NA	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_stations_list.txt
soil	daily	historical	NA	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_stations_map.png
soil	daily	historical	1001	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1001.txt.gz
soil	daily	historical	1048	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1048.txt.gz
soil	daily	historical	1050	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1050.txt.gz
soil	daily	historical	1052	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1052.txt.gz
soil	daily	historical	1072	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1072.txt.gz
soil	daily	historical	1078	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1078.txt.gz
soil	daily	historical	1103	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1103.txt.gz
soil	daily	historical	1107	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1107.txt.gz
soil	daily	historical	1161	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1161.txt.gz
soil	daily	historical	1197	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1197.txt.gz
soil	daily	historical	1200	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1200.txt.gz
soil	daily	historical	1207	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1207.txt.gz
soil	daily	historical	1214	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1214.txt.gz
soil	daily	historical	1224	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1224.txt.gz
soil	daily	historical	1246	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1246.txt.gz
soil	daily	historical	125	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_125.txt.gz
soil	daily	historical	1255	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1255.txt.gz
soil	daily	historical	1262	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1262.txt.gz
soil	daily	historical	1266	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1266.txt.gz
soil	daily	historical	1270	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1270.txt.gz
soil	daily	historical	1279	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1279.txt.gz
soil	daily	historical	1297	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1297.txt.gz
soil	daily	historical	1300	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1300.txt.gz
soil	daily	historical	1303	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1303.txt.gz
soil	daily	historical	131	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_131.txt.gz
soil	daily	historical	1327	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1327.txt.gz
soil	daily	historical	1332	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1332.txt.gz
soil	daily	historical	1339	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1339.txt.gz
soil	daily	historical	1357	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1357.txt.gz
soil	daily	historical	13670	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_13670.txt.gz
soil	daily	historical	13674	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_13674.txt.gz
soil	daily	historical	13675	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_13675.txt.gz
soil	daily	historical	13696	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_13696.txt.gz
soil	daily	historical	13700	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_13700.txt.gz
soil	daily	historical	13710	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_13710.txt.gz
soil	daily	historical	13711	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_13711.txt.gz
soil	daily	historical	13713	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_13713.txt.gz
soil	daily	historical	13777	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_13777.txt.gz
soil	daily	historical	13965	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_13965.txt.gz
soil	daily	historical	1411	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1411.txt.gz
soil	daily	historical	142	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_142.txt.gz
soil	daily	historical	1420	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1420.txt.gz
soil	daily	historical	1424	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1424.txt.gz
soil	daily	historical	1443	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1443.txt.gz
soil	daily	historical	1451	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1451.txt.gz
soil	daily	historical	1468	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1468.txt.gz
soil	daily	historical	150	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_150.txt.gz
soil	daily	historical	15000	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_15000.txt.gz
soil	daily	historical	1503	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1503.txt.gz
soil	daily	historical	1504	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1504.txt.gz
soil	daily	historical	151	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_151.txt.gz
soil	daily	historical	15207	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_15207.txt.gz
soil	daily	historical	1526	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1526.txt.gz
soil	daily	historical	154	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_154.txt.gz
soil	daily	historical	1544	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1544.txt.gz
soil	daily	historical	15444	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_15444.txt.gz
soil	daily	historical	1550	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1550.txt.gz
soil	daily	historical	15555	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_15555.txt.gz
soil	daily	historical	1572	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1572.txt.gz
soil	daily	historical	1580	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1580.txt.gz
soil	daily	historical	15813	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_15813.txt.gz
soil	daily	historical	1584	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1584.txt.gz
soil	daily	historical	1587	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1587.txt.gz
soil	daily	historical	1590	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1590.txt.gz
soil	daily	historical	1602	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1602.txt.gz
soil	daily	historical	1605	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1605.txt.gz
soil	daily	historical	161	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_161.txt.gz
soil	daily	historical	1612	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1612.txt.gz
soil	daily	historical	1639	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1639.txt.gz
soil	daily	historical	164	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_164.txt.gz
soil	daily	historical	1645	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1645.txt.gz
soil	daily	historical	1666	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1666.txt.gz
soil	daily	historical	167	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_167.txt.gz
soil	daily	historical	1684	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1684.txt.gz
soil	daily	historical	1691	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1691.txt.gz
soil	daily	historical	1694	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1694.txt.gz
soil	daily	historical	1721	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1721.txt.gz
soil	daily	historical	1735	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1735.txt.gz
soil	daily	historical	1736	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1736.txt.gz
soil	daily	historical	1757	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1757.txt.gz
soil	daily	historical	1759	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1759.txt.gz
soil	daily	historical	1766	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1766.txt.gz
soil	daily	historical	1792	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1792.txt.gz
soil	daily	historical	1803	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1803.txt.gz
soil	daily	historical	183	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_183.txt.gz
soil	daily	historical	1863	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1863.txt.gz
soil	daily	historical	1869	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1869.txt.gz
soil	daily	historical	1886	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1886.txt.gz
soil	daily	historical	191	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_191.txt.gz
soil	daily	historical	19171	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_19171.txt.gz
soil	daily	historical	19172	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_19172.txt.gz
soil	daily	historical	19207	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_19207.txt.gz
soil	daily	historical	1964	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1964.txt.gz
soil	daily	historical	1975	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1975.txt.gz
soil	daily	historical	198	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_198.txt.gz
soil	daily	historical	1981	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_1981.txt.gz
soil	daily	historical	2014	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2014.txt.gz
soil	daily	historical	2023	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2023.txt.gz
soil	daily	historical	2039	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2039.txt.gz
soil	daily	historical	2044	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2044.txt.gz
soil	daily	historical	2074	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2074.txt.gz
soil	daily	historical	2110	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2110.txt.gz
soil	daily	historical	2115	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2115.txt.gz
soil	daily	historical	217	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_217.txt.gz
soil	daily	historical	2171	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2171.txt.gz
soil	daily	historical	2174	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2174.txt.gz
soil	daily	historical	2201	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2201.txt.gz
soil	daily	historical	2211	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2211.txt.gz
soil	daily	historical	222	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_222.txt.gz
soil	daily	historical	2252	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2252.txt.gz
soil	daily	historical	2261	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2261.txt.gz
soil	daily	historical	2290	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2290.txt.gz
soil	daily	historical	2303	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2303.txt.gz
soil	daily	historical	2306	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2306.txt.gz
soil	daily	historical	2315	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2315.txt.gz
soil	daily	historical	2319	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2319.txt.gz
soil	daily	historical	232	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_232.txt.gz
soil	daily	historical	2323	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2323.txt.gz
soil	daily	historical	2362	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2362.txt.gz
soil	daily	historical	2385	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2385.txt.gz
soil	daily	historical	2410	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2410.txt.gz
soil	daily	historical	2429	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2429.txt.gz
soil	daily	historical	2437	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2437.txt.gz
soil	daily	historical	2444	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2444.txt.gz
soil	daily	historical	2480	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2480.txt.gz
soil	daily	historical	2483	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2483.txt.gz
soil	daily	historical	2485	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2485.txt.gz
soil	daily	historical	2486	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2486.txt.gz
soil	daily	historical	2497	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2497.txt.gz
soil	daily	historical	2559	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2559.txt.gz
soil	daily	historical	2564	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2564.txt.gz
soil	daily	historical	257	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_257.txt.gz
soil	daily	historical	2575	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2575.txt.gz
soil	daily	historical	2578	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2578.txt.gz
soil	daily	historical	259	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_259.txt.gz
soil	daily	historical	2597	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2597.txt.gz
soil	daily	historical	2600	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2600.txt.gz
soil	daily	historical	2601	NA	NA	FALSE	soil/daily/historical/derived_germany_soil_daily_historical_v2_2601.txt.gz
